,Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,Latitude,Longitude,Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage,Followers,No of posts on Insta,Facebook Time Spent(Last Week),Instagram Time Spent(Last Week),WhatsApp Time Spent(Last Week),WhatsApp Time Spent(Last Weekend),Instagram Time Spent(Last Weekend),Facebook Time Spent(Last Weekend)
1459,21,Ahmedabad,Student,Yes,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,0,310,250,60,310,0,0,0,0,250,60,0,0
1461,23,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,2,231,0,0,342,0,941,284,2,189,0,300,42,0
1462,30,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,417,0,0,463,0,178,3,0,308,0,354,109,0
1463,22,Ahmedabad,Working professional,Yes,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,4,796,973,658,315,173,445,37,2,522,134,39,274,2
1464,24,Ahmedabad,Working professional,Yes,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,270,590,350,240,320,300,10,0,150,200,120,120,0
1465,25,Ahmedabad,Working professional,Yes,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,25,0,0,0,0,0,0,45,25,0,0,295,0,0
1466,21,Baroda,Working professional,Yes,Male,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,3,0,0,0,379,694,612,70,3,820,517,177,202,0
1467,23,Baroda,Working professional,Yes,Male,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,0,795,0,919,265,389,0,144,0,610,309,80,185,0
1468,22,Mumbai,Working professional,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,10,460,886,645,241,416,625,19,8,310,327,89,150,2
1469,23,Mumbai,Working professional,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,6,397,837,585,252,434,374,489,1,322,262,172,75,5
1470,25,Bagdogra,Sabbatical,No,Male,Graduation,IXB,iOs,West Bengal,Eastern,26.6986,88.3117,72,15,647,552,95,560,137,1,60,12,480,80,3,12
1471,27,Kolkata,Sabbatical,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,39,76,369,297,72,254,235,0,27,60,210,44,16,12
1472,22,Mumbai,Sabbatical,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,620,840,598,242,220,385,44,0,432,166,54,188,0
1474,22,Indore,Student,No,Male,Graduation,idr,iOs,Madhya Pradesh,Central,22.717736,75.85859,0,70,140,80,60,70,521,21,0,40,40,30,30,0
1475,19,Kolkata,Student,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,376,0,918,261,803,280,23,0,278,640,163,98,0
1476,20,Chandigarh,Student,No,Male,Graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,0,250,670,170,500,420,200,1,0,50,120,300,200,0
1477,22,Delhi,Student,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,28,602,0,919,842,0,785,128,23,354,542,589,248,5
1478,20,Jaipur,Student,No,Male,Graduation,JAI,iOs,Rajasthan,Northern,26.913312,75.787872,0,870,0,0,780,0,232,28,0,450,0,360,420,0
1479,23,Hyderabad,Student,No,Male,Graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,0,0,0,0,727,899,78,3,0,899,630,269,458,0
1480,20,Ahmedabad,Student,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,79,0,0,0,575,719,63,6,79,678,523,196,379,0
1481,20,Ahmedabad,Student,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,79,0,0,0,575,719,63,6,79,678,523,196,379,0
1482,22,Baroda,Student,No,Male,Graduation,BDQ,iOs,Gujarat,Western,22.3072,73.1812,70,241,536,423,113,225,307,60,58,178,187,38,63,12
1483,25,Surat,Student,No,Male,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,0,0,0,0,300,780,500,60,0,950,660,120,180,0
1484,26,Mumbai,Student,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,10,150,398,320,78,238,600,65,10,110,200,38,40,0
1485,29,Ranchi,Working professional,No,Male,Graduation,IXR,iOs,Jharkhand,Eastern,23.347768,85.338564,0,0,240,150,90,240,0,0,0,0,150,90,0,0
1486,21,Kolkata,Working professional,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,0,180,180,0,180,0,0,0,0,180,0,0,0
1487,23,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,294,0,741,414,861,215,40,0,166,575,286,128,0
1488,23,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,20,210,650,440,210,420,343,26,20,120,300,120,90,0
1489,26,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,0,438,589,315,46,0,811,492,97,341,0
1490,28,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,420,0,0,0,0,0,134,78,418,671,0,661,515,2
1491,38,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,420,640,500,140,220,510,92,0,300,200,20,120,0
1492,26,Bengaluru,Working professional,No,Male,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,0,590,0,0,570,0,455,38,0,470,0,450,120,0
1493,26,Bengaluru,Working professional,No,Male,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,135,840,0,0,614,0,435,114,135,540,0,314,300,0
1494,22,Chennai,Working professional,No,Male,Graduation,MAA,iOs,Tamil Nadu,Southern,13.084622,80.248357,0,212,602,372,230,390,600,70,0,122,250,140,90,0
1495,25,Hyderabad,Working professional,No,Male,Graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,0,0,450,300,150,450,0,0,0,0,300,150,0,0
1496,25,Hyderabad,Working professional,No,Male,Graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,0,0,0,0,463,556,542,430,0,723,437,119,344,0
1497,26,Hyderabad,Working professional,No,Male,Graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,0,858,0,0,317,647,659,319,0,666,522,125,192,0
1498,21,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,0,390,772,544,228,382,280,10,0,210,334,48,180,0
1499,22,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,0,398,0,891,167,660,281,26,0,351,540,120,47,0
1500,22,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,35,0,0,0,0,0,489,45,35,0,0,600,0,0
1501,35,Surat,Working professional,No,Male,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,107,185,665,585,80,373,451,15,95,140,350,23,45,12
1502,36,Surat,Working professional,No,Male,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,24,80,372,282,90,268,550,50,14,60,208,60,20,10
1503,22,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,720,997,674,323,277,442,76,0,440,234,43,280,0
1504,22,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,90,729,0,0,250,578,723,468,80,578,489,89,151,10
1505,25,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,0,0,0,750,0,0,0,0,0,0,750,0,0
1506,28,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,55,110,525,225,300,360,826,157,45,60,120,240,50,10
1507,42,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,0,285,190,95,285,0,0,0,0,190,95,0,0
1508,21,Pune,Sabbatical,Yes,Male,Graduation,PNQ,iOs,Maharashtra,Western,18.513271,73.849852,0,560,0,850,460,750,484,13,0,370,480,270,190,0
1510,20,Delhi,Student,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,0,340,0,400,100,0,0,0,240,100,0
1511,22,Surat,Student,Yes,Male,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,24,0,0,0,441,986,0,448,24,0,801,185,256,0
1512,22,Mumbai,Student,Yes,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,82,306,211,95,224,0,19,0,51,160,64,31,0
1513,26,Delhi,Working professional,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,25,681,0,0,609,0,0,87,18,487,0,408,194,7
1514,26,Delhi,Working professional,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,20,975,0,0,433,467,256,77,10,654,365,102,321,10
1515,30,Bengaluru,Working professional,Yes,Male,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,0,0,0,0,430,790,868,232,0,0,700,90,340,0
1516,18,Delhi,Sabbatical,No,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,260,260,94,7,0,800,200,60,200,0
1517,20,Indore,Student,No,Male,High School,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,0,331,216,115,331,0,0,0,0,216,115,0,0
1518,15,Patna,Student,No,Male,High School,PAT,Android,Bihar,Eastern,25.615379,85.101027,35,0,155,125,30,120,0,0,35,0,90,30,0,0
1519,20,Patna,Student,No,Male,High School,PAT,Android,Bihar,Eastern,25.615379,85.101027,0,0,0,0,420,0,137,16,0,845,0,240,180,0
1520,18,Kolkata,Student,No,Male,High School,Ccu,Android,West Bengal,Eastern,22.562627,88.363044,0,0,300,240,60,300,0,0,0,0,240,60,0,0
1521,17,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,0,542,970,728,242,428,201,132,0,420,308,120,122,0
1522,18,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,0,0,222,15,0,0,0,0,0,0
1523,19,Jaipur,Student,No,Male,High School,JAI,Android,Rajasthan,Northern,26.913312,75.787872,0,230,415,340,75,185,129,23,0,190,150,35,40,0
1526,16,Surat,Student,No,Male,High School,STV,Android,Gujarat,Western,21.195944,72.830232,44,91,230,166,64,95,24,1,32,56,78,17,35,12
1527,18,Surat,Student,No,Male,High School,STV,Android,Gujarat,Western,21.195944,72.830232,13,771,0,882,177,275,390,12,13,624,245,30,147,0
1528,20,Mumbai,Student,No,Male,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,670,0,0,336,0,497,68,0,502,0,168,168,0
1529,51,Mumbai,Working professional,No,Male,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,84,0,218,184,34,134,88,2,71,0,113,21,0,13
1530,16,Kolkata,Student,Yes,Male,High School,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,0,0,775,930,0,28,0,799,610,320,455,0
1531,17,Delhi,Student,Yes,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,1,72,391,320,71,318,114,21,0,70,250,68,2,1
1532,21,Delhi,Student,Yes,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,10,950,0,0,350,0,459,311,10,800,0,200,150,0
1533,17,Ahmedabad,Student,Yes,Male,High School,AMD,Android,Gujarat,Western,23.025793,72.587265,0,600,0,800,200,400,400,35,0,500,300,100,100,0
1534,21,Ahmedabad,Student,Yes,Male,High School,AMD,Android,Gujarat,Western,23.025793,72.587265,22,580,0,940,82,420,0,300,20,520,400,20,60,2
1535,15,Kolkata,Student,No,Male,High School,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,210,0,0,0,470,460,579,34,200,0,400,60,400,10
1536,17,Kolkata,Student,No,Male,High School,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,16,741,862,636,226,105,315,2,14,527,95,10,214,2
1537,16,Delhi,Student,No,Male,High School,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,920,0,750,340,20,0,620,300,450,620,0
1538,16,Mumbai,Student,No,Male,High School,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,760,960,694,266,200,351,10,0,540,154,46,220,0
1539,17,Mumbai,Student,No,Male,High School,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,70,530,460,70,460,320,15,0,60,400,60,10,0
1540,19,Nagpur,Working professional,No,Male,High School,NAG,iOs,MAHARASHTRA,Western,21.1458004,79.0881546,0,450,610,400,210,160,250,5,0,300,100,60,150,0
1541,16,Mumbai,Student,Yes,Male,High School,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,0,204,180,24,204,200,100,0,0,180,24,0,0
1542,25,Kolkata,Sabbatical,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,135,472,0,772,323,488,310,2,125,317,330,158,155,10
1543,34,Delhi,Sabbatical,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,416,0,0,0,0,789,143,0,407,0,37,752,516,9
1544,22,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,60,450,0,0,160,700,150,4,50,400,600,100,50,10
1545,24,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,426,885,638,247,459,355,4,0,294,344,115,132,0
1546,21,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,40,100,0,945,485,0,356,177,30,75,840,450,25,10
1547,22,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,700,600,100,700,0,0,0,0,600,100,0,0
1548,23,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,723,541,182,723,0,0,0,0,541,182,0,0
1549,23,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,300,0,400,61,0,840,0,100,200,0
1550,22,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,0,950,0,0,400,0,450,20,0,750,890,200,200,0
1551,25,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,0,0,0,0,350,0,0,0,0,0,0,350,0,0
1552,26,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,5,788,0,0,363,695,559,98,2,600,523,172,188,3
1553,21,Vishakhapatnam,Student,No,Male,Post graduation,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,8,538,928,642,286,382,502,68,0,380,262,120,158,8
1554,25,Bengaluru,Student,No,Male,Post graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,120,710,590,120,590,120,0,0,90,500,90,30,0
1555,22,Kochi,Student,No,Male,Post graduation,COK,Android,Kerala,Southern,9.947743,76.253802,0,0,0,0,300,0,0,50,0,0,0,300,0,0
1556,29,Kochi,Student,No,Male,Post graduation,COK,Android,Kerala,Southern,9.947743,76.253802,0,0,0,900,0,0,0,0,0,0,900,0,0,0
1557,23,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,419,0,0,543,0,70,2,0,315,983,439,104,0
1558,41,Indore,Working professional,No,Male,Post graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,0,388,304,84,388,0,0,0,0,304,84,0,0
1559,28,Ranchi,Working professional,No,Male,Post graduation,IXR,Android,Jharkhand,Eastern,23.347768,85.338564,55,440,0,925,275,705,587,132,45,320,560,145,120,10
1560,28,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,320,870,650,220,550,334,75,0,220,430,120,100,0
1561,31,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,841,0,900,405,464,632,35,0,560,340,124,281,0
1562,63,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,75,60,15,75,0,0,0,0,60,15,0,0
1563,24,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,300,720,0,0,360,0,143,30,300,720,0,360,0,0
1564,26,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,589,0,0,375,822,162,34,0,364,672,150,225,0
1565,26,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,36,786,0,0,621,997,97,12,36,523,639,358,263,0
1566,27,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,40,474,0,0,444,0,355,34,29,338,743,297,136,11
1567,30,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,700,0,200,1,0,0,0,700,0,0
1568,33,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,100,0,0,0,550,930,600,167,100,800,700,230,320,0
1569,40,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,390,150,240,390,0,0,0,0,150,240,0,0
1570,28,DehraDun,Working professional,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,90,0,0,0,0,0,627,21,80,0,0,0,800,10
1571,43,Bengaluru,Working professional,No,Male,Post graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,0,0,0,480,0,0,0,0,0,0,480,0,0
1572,27,Hyderabad,Working professional,No,Male,Post graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,860,0,0,340,780,234,30,0,700,600,180,160,0
1573,27,Hyderabad,Working professional,No,Male,Post graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,7,99,711,527,184,605,544,118,7,74,446,159,25,0
1574,29,Hyderabad,Working professional,No,Male,Post graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,0,0,390,300,90,390,93,1,0,0,300,90,0,0
1575,24,Ahmedabad,Working professional,No,Male,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,10,30,160,90,70,120,544,39,0,10,80,40,20,10
1576,57,Baroda,Working professional,No,Male,Post graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,0,0,289,231,58,289,0,0,0,0,231,58,0,0
1577,23,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,86,267,94,173,181,189,1,0,51,43,138,35,0
1578,25,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,30,0,0,0,460,610,600,94,20,0,460,150,300,10
1579,33,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,90,432,292,140,342,242,3,0,79,213,129,11,0
1580,34,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,100,284,631,526,105,247,200,39,88,212,226,21,72,12
1581,25,Pune,Working professional,No,Male,Post graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,0,180,500,260,240,320,230,62,0,70,190,130,110,0
1583,23,Hyderabad,Sabbatical,Yes,Male,Post graduation,HYD,Android,Telangana,Southern,17.384052,78.456355,6,25,0,0,512,0,280,25,4,15,0,500,10,2
1584,23,Delhi,Student,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,820,0,0,880,0,835,89,0,420,0,480,400,0
1585,23,Delhi,Student,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,28,931,0,0,650,0,268,13,20,740,610,451,191,8
1586,24,Delhi,Student,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,800,400,0,364,87,0,0,800,400,0,0
1587,23,Ahmedabad,Student,Yes,Male,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,70,630,475,155,560,0,100,0,55,420,140,15,0
1588,25,Ahmedabad,Student,Yes,Male,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,0,462,784,570,214,322,334,47,0,321,249,73,141,0
1589,22,Baroda,Student,Yes,Male,Post graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,0,970,0,0,550,0,0,101,0,720,0,300,250,0
1590,22,Mumbai,Student,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,4,275,0,0,453,0,642,33,4,173,950,351,102,0
1591,24,Mumbai,Student,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,10,600,0,0,600,0,0,215,10,480,0,480,120,0
1592,25,Kolkata,Working professional,Yes,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,226,426,350,76,200,264,31,0,170,180,20,56,0
1593,28,DehraDun,Working professional,Yes,Male,Post graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,70,140,0,0,210,0,514,178,60,120,0,180,20,10
1594,23,Delhi,Sabbatical,No,Male,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,31,311,796,600,196,454,196,13,27,250,323,131,61,4
1595,28,Delhi,Sabbatical,No,Male,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,0,0,0,566,507,0,0,790,368,0,0
1596,28,Delhi,Sabbatical,No,Male,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,0,0,0,0,0,0,566,507,0,0,790,368,0,0
1597,27,Bengaluru,Sabbatical,No,Male,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,0,0,450,300,150,450,0,0,0,0,300,150,0,0
1598,30,Mumbai,Sabbatical,No,Male,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,0,0,495,367,128,495,0,0,0,0,367,128,0,0
1599,26,Jaipur,Student,No,Male,Post graduation,JAI,iOs,Rajasthan,Northern,26.913312,75.787872,40,440,0,666,370,556,165,14,30,240,396,160,200,10
1600,25,Vishakhapatnam,Student,No,Male,Post graduation,VTZ,iOs,Andhra Pradesh,Southern,17.704052,83.297663,10,60,610,490,120,540,600,30,10,60,420,120,0,0
1601,27,Mumbai,Student,No,Male,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,26,221,557,331,226,310,357,24,14,124,193,117,97,12
1602,55,Indore,Working professional,No,Male,Post graduation,IDR,iOs,Madhya Pradesh,Central,22.717736,75.85859,0,0,524,424,100,524,0,0,0,0,424,100,0,0
1603,25,Ranchi,Working professional,No,Male,Post graduation,IXR,iOs,Jharkhand,Eastern,23.347768,85.338564,55,450,0,0,350,0,735,189,45,350,840,240,100,10
1604,22,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,270,720,550,170,450,250,12,0,200,350,100,70,0
1605,26,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,405,0,0,390,0,744,154,0,315,0,300,90,0
1606,27,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,5,212,0,0,544,0,597,163,4,128,0,459,84,1
1607,30,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,0,0,0,487,0,0,0,0,0,0,487,0,0
